% Member ID	Location(GPS latitude and longitude) 	Bid quota	Starting bid time	Credit value
1161	22.979523 113.868991	11	7.18	19.9231
1162	22.926757 113.931721	5	7.06	19.9231
1163	22.778333 114.041517	4	7.06	19.9231
1164	23.041146 113.793387	9	7.48	19.9231
1165	22.861333 112.713124	9	6.30	19.9231
1166	22.862543 113.140443	9	6.45	19.9231
1167	23.097502 112.983289	8	6.51	19.9231
1168	23.206301 113.090166	8	6.48	19.9231
1169	22.783929 113.280208	28	6.39	19.9231
1170	23.176257 112.84429	5	6.42	19.9231
1171	23.044896 113.134245	8	8.00	19.9231
1172	23.028507 113.205598	6	8.00	19.9231
1173	22.95841 113.083468	7	8.00	19.9231
1174	22.870735 113.070645	8	6.51	19.9231
1175	113.131483 23.031824	1	6.36	19.9231
1176	23.199288 112.862711	7	6.39	19.9231
1177	23.044966 113.070853	8	8.00	19.9231
1178	22.828449 113.186879	20	6.39	19.9231
1179	22.957645 113.046727	1	6.33	19.9231
1180	22.90844 113.084222	9	7.09	19.9231
1181	22.851031 113.208916	18	6.48	19.9231
1182	22.945842 112.992485	9	6.54	19.9231
1183	22.886559 112.815505	25	6.33	19.9231
1184	22.865052 113.012977	3	6.51	19.9231
1185	23.218288 113.124721	5	6.45	19.9231
1186	22.924002 113.078846	9	7.24	19.9231
1187	23.10474 113.185962	5	8.00	19.9231
1188	23.064156 113.132635	8	8.00	19.9231
1189	22.946046 113.093371	8	8.00	19.9231
1190	23.018008 112.928569	6	6.42	19.9231
1191	23.062639 113.085754	8	8.00	19.9231
1192	23.081462 112.963963	7	6.51	19.9231
1193	23.158548 113.097191	8	7.00	19.9231
1194	22.890848 112.908035	14	6.36	19.9231
1195	22.910516 113.222848	13	7.03	19.9231
1196	22.837338 113.269796	22	6.42	19.9231
1197	23.217125 113.193624	5	8.00	19.9231
1198	23.035598 113.072124	8	8.00	19.9231
1199	23.131878 113.152314	6	8.00	19.9231
1200	22.950558 113.200507	8	7.48	19.9231
1201	22.746692 113.269884	21	6.48	19.9231
1202	23.20048 113.126703	6	6.51	19.9231
1203	22.811849 113.145181	9	6.45	19.9231
1204	23.054558 113.077375	8	8.00	19.9231
1205	23.187784 113.171703	5	8.00	19.9231
1206	22.976627 113.224839	4	8.00	19.9231
1207	23.045332 113.177387	5	8.00	19.9231
1208	22.861972 113.174019	14	6.45	19.9231
1209	23.176661 113.010389	10	6.36	19.9231
1210	23.029895 113.18301	7	8.00	19.9231
1211	23.031897 113.198752	5	8.00	19.9231
1212	23.063001 112.952244	5	6.48	19.9231
1213	23.03844 113.124528	8	8.00	19.9231
1214	23.242116 113.113577	9	6.33	19.9231
1215	23.1013 113.185484	5	8.00	19.9231
1216	23.11445 113.186448	5	8.00	19.9231
1217	23.068396 113.18246	5	8.00	19.9231
1218	23.039637 113.113535	1	6.36	19.9231
1219	22.966175 113.092774	8	8.00	19.9231
1220	22.849746 113.011734	3	6.45	19.9231
1221	23.091763 113.003852	8	6.54	19.9231
1222	23.067008 112.967578	6	6.51	19.9231
1223	22.905481 113.09496	9	7.03	19.9231
1224	22.922027 113.22959	13	7.00	19.9231
1225	22.77301 113.262919	23	6.45	19.9231
1226	22.896958 113.046817	9	6.54	19.9231
1227	22.873854 113.080458	8	6.51	19.9231
1228	23.09287 113.196772	5	8.00	19.9231
1229	22.833412 113.222219	22	6.42	19.9231
1230	23.187311 113.15181	7	7.27	19.9231
1231	23.181887 112.963401	5	6.45	19.9231
1232	22.918387 113.083775	10	7.18	19.9231
1233	23.041151 113.116029	8	8.00	19.9231
1234	23.028549 113.108267	8	8.00	19.9231
1235	23.140438 113.029602	10	6.48	19.9231
1236	23.03649 113.151936	7	8.00	19.9231
1237	23.049063 113.162249	6	8.00	19.9231
1238	23.256482 113.157934	6	7.00	19.9231
1239	23.024469 113.123242	8	8.00	19.9231
1240	22.787911 113.123442	11	6.39	19.9231
1241	23.089051 112.953818	6	6.48	19.9231
1242	22.882888 113.079766	7	6.54	19.9231
1243	23.181886 112.960073	5	6.45	19.9231
1244	22.875004 112.960342	4	6.42	19.9231
1245	22.841984 112.623743	7	6.30	19.9231
1246	23.146479 113.16745	5	8.00	19.9231
1247	23.025707 113.201287	7	8.00	19.9231
1248	23.159015 113.175273	5	8.00	19.9231
1249	23.078122 113.106922	8	8.00	19.9231
1250	22.992381 113.205443	6	8.00	19.9231
1251	22.907445 113.166922	13	7.03	19.9231
1252	23.279771 112.95282	7	6.30	19.9231
1253	23.047825 112.892575	5	6.36	19.9231
1254	23.032175 113.058428	8	8.00	19.9231
1255	23.14642 112.964127	6	6.51	19.9231
1256	23.119823 113.209463	5	8.00	19.9231
1257	22.841116 114.108676	6	6.51	19.5432
1258	22.925371 112.924259	13	6.39	19.5432
1259	23.001247 113.072967	8	8.00	19.5432
1260	23.037019 113.134502	8	8.00	19.5432
1261	22.547083 113.963737	4	8.00	18.5175
1262	22.623677 114.117077	3	8.00	18.3667
1263	22.519363 113.920024	4	8.00	18.261
1264	23.585306 113.524752	11	6.51	17.9308
1265	23.1972 113.341247	4	8.00	17.9066
1266	23.264825 113.78339	2	6.54	17.8619
1267	23.378745 113.451695	3	7.06	17.6769
1268	23.235479 113.310501	4	8.00	17.4307
1269	22.989233 114.015563	5	8.00	17.3502
1270	22.840749 113.713928	2	8.00	16.6889
1271	23.019999 113.304801	4	8.00	15.8772
1272	22.771888 114.087366	5	8.00	15.8198
1273	23.114535 113.359365	1	8.00	15.7373
1274	23.113707 113.194624	5	8.00	15.1603
1275	22.620784 114.142396	3	8.00	14.888
1276	23.233479 113.273647	4	8.00	13.9462
1277	23.165246 113.229868	4	8.00	13.5709
1278	22.947583 113.155394	7	8.00	13.1511
1279	23.552925 113.593880	11	6.57	13.0081
1280	23.006205 113.125956	6	8.00	12.9003
1281	23.109573 113.189996	4	8.00	12.2308
1282	23.103535 113.239467	3	8.00	11.5443
1283	23.115734 113.284565	3	8.00	11.5341
1284	22.662717 113.868257	3	8.00	11.4122
1285	22.715165 114.16351	3	8.00	11.3608
1286	22.711769 114.233943	5	8.00	11.0655
1287	23.179127 113.232607	3	8.00	10.9577
1288	22.959082 113.688505	4	8.00	10.8986
1289	23.04612 113.77029	7	8.00	10.2849
1290	23.17939 113.232624	3	8.00	9.9616
1291	22.677596 113.943079	1	6.54	8.9832
1292	23.11535 113.287375	2	8.00	8.0595
1293	23.138009 113.339948	3	8.00	8.0586
1294	22.648431 114.025186	1	8.00	7.7362
1295	23.189477 112.9031	3	7.00	7.5925
1296	23.346159 113.291179	3	8.00	7.5268
1297	22.934163 113.661179	4	8.00	7.4288
1298	23.197974 113.362159	2	8.00	7.4166
1299	23.207299 113.219847	3	8.00	6.4138
1300	22.732855 113.913579	1	8.00	6.3409
1301	23.095291 113.268316	2	8.00	6.0877
1302	22.751659 113.798215	1	8.00	5.9769
1303	23.005873 113.941863	3	8.00	5.9769
1304	23.132753 113.389921	2	8.00	5.6317
1305	22.541893 114.104769	2	8.00	5.6198
1306	22.783063 113.883553	1	8.00	5.5463
1307	22.801885 113.809194	1	8.00	5.4222
1308	23.140609 113.276638	2	8.00	4.9808
1309	22.736689 114.014507	1	8.00	4.8502
1310	23.114157 113.861517	4	8.00	4.7742
1311	23.076772 113.285325	2	8.00	4.6652
1312	23.185425 113.328208	2	8.00	4.2748
1313	23.081575 113.255523	2	8.00	4.2743
1314	22.9547 113.380502	1	8.00	4.2255
1315	22.838986 113.19525	10	7.21	4.2092
1316	23.235565 113.313338	2	8.00	4.1743
1317	23.114962 113.550644	1	7.57	4.1494
1318	22.616369 114.169655	2	8.00	4
1319	22.943723 113.092554	3	8.00	4
1320	23.136097 113.391523	1	8.00	3.9846
1321	23.081941 113.340145	2	8.00	3.9846
1322	22.688487 113.950857	1	8.00	3.9846
1323	22.538541 114.017808	1	8.00	3.9846
1324	23.151366 113.33294	2	8.00	3.9846
1325	22.981142 113.319482	2	8.00	3.9846
1326	22.642198 114.057303	1	8.00	3.9846
1327	23.202877 113.224004	2	8.00	3.9846
1328	23.135027 113.391975	1	8.00	3.9846
1329	23.09353 113.97741	2	8.00	3.9846
1330	22.900134 112.901647	6	6.51	3.9846
1331	22.99176 113.884259	5	8.00	3.8779
1332	22.594962 114.131239	1	8.00	3.7533
1333	22.691853 113.793094	1	8.00	3.4315
1334	22.567707 114.119228	1	8.00	3.1214
1335	23.114022 113.287397	1	8.00	3.0446
1336	23.12621 113.264437	1	8.00	2.1046
1337	23.262857 113.362453	1	8.00	2.1046
1338	23.1394 113.329564	1	8.00	2.0332
1339	22.653325 114.055072	1	8.00	2
1340	23.150466 113.2571	1	8.00	2
1341	23.142575 113.459695	1	8.00	2
1342	22.666216 113.870892	1	8.00	2
1343	22.591455 113.85078	2	8.00	2
1344	22.557764 114.053106	1	8.00	2
1345	23.176335 113.278514	1	8.00	2
1346	23.046553 113.380583	1	8.00	2
1347	22.567335 114.049928	1	8.00	2
1348	22.59598 114.122261	1	8.00	2
1349	22.604491 113.884646	1	8.00	2
1350	22.546566 113.919158	1	8.00	2
1351	23.119893 113.379039	1	8.00	2
1352	23.027139 113.325241	1	8.00	2
1353	22.762004 113.884499	1	8.00	2
1354	22.719648 114.217649	2	8.00	2
1355	23.178014 113.271324	1	8.00	2
1356	22.740831 113.830542	1	8.00	2
1357	22.640204 114.19104	2	8.00	2
1358	22.735581 114.021474	1	8.00	2
1359	22.67872 114.00856	1	8.00	2
1360	22.682929 114.375702	1	7.45	2
1361	23.254538 113.280497	1	8.00	2
1362	22.643088 114.077496	1	8.00	2
1363	23.32926 113.235614	2	8.00	2
1364	23.113186 113.456276	1	8.00	2
1365	22.692526 113.808621	1	8.00	2
1366	22.692011 113.935795	1	8.00	2
1367	22.877694 113.313253	4	8.00	2
1368	22.95994 113.346143	1	8.00	2
1369	22.676616 114.019238	1	8.00	2
1370	23.367849 113.372406	1	8.00	2
1371	22.696592 114.080521	1	8.00	2
1372	22.688898 113.941172	1	8.00	2
1373	23.129741 113.466657	1	8.00	2
1374	22.753612 114.387122	2	8.00	2
1375	22.648044 113.841368	1	8.00	2
1376	23.09828 113.326104	1	8.00	2
1377	22.590931 113.872062	1	8.00	2
1378	23.292381 113.840487	1	6.54	2
1379	23.2046 113.432343	1	8.00	2
1380	22.761396 114.370497	2	7.57	2
1381	23.126289 113.42732	1	8.00	2
1382	22.614869 114.122876	1	8.00	2
1383	22.758745 114.25131	2	8.00	2
1384	23.198481 113.410804	1	8.00	2
1385	22.762562 113.829352	1	8.00	2
1386	23.5633 113.475857	1	6.36	2
1387	22.55392 114.096056	1	8.00	2
1388	22.571959 114.061668	1	8.00	2
1389	23.136125 113.260912	1	8.00	2
1390	22.966192 114.139648	2	6.57	2
1391	22.981998 114.002272	1	8.00	2
1392	23.11394 113.840691	3	8.00	2
1393	23.061539 113.819426	3	8.00	2
1394	23.046685 113.787325	3	8.00	2
1395	23.039433 113.973821	2	8.00	2
1396	22.948656 113.857529	3	8.00	2
1397	23.120339 113.823403	3	8.00	2
1398	22.937492 113.675092	2	8.00	2
1399	22.986327 113.912095	2	8.00	2
1400	23.115301 113.762285	3	8.00	2
1401	22.820322 113.985404	1	8.00	2
1402	22.83517 114.198	2	7.45	2
1403	23.076061 113.733896	3	8.00	2
1404	23.066181 114.022867	1	8.00	2
1405	22.922346 113.928126	2	8.00	2
1406	23.049183 113.780553	3	8.00	2
1407	23.027713 114.031215	2	8.00	2
1408	22.785018 113.787249	1	8.00	2
1409	22.928183 113.739975	2	8.00	2
1410	22.808677 114.14749	2	8.00	2
1411	23.058886 113.791876	3	8.00	2
1412	22.862789 114.120386	2	8.00	2
1413	22.827093 113.691586	1	8.00	2
1414	22.814336 113.680441	1	8.00	2
1415	23.01484 113.933518	2	8.00	2
1416	22.79587 113.796218	1	8.00	2
1417	23.181584 113.211855	1	8.00	2
1418	22.825403 113.274805	8	7.12	2
1419	23.033969 113.0551	3	8.00	2
1420	23.042646 113.15652	2	8.00	2
1421	22.849891 113.264191	5	7.39	2
1422	22.777089 113.253881	9	7.15	2
1423	23.081293 113.183563	2	8.00	2
1424	22.953825 113.083441	2	8.00	2
1425	23.116301 112.869282	1	7.21	2
1426	23.064088 113.111914	3	8.00	2
1427	22.894359 112.884605	5	6.51	2
1428	23.12433 113.109483	2	8.00	2
1429	23.184704 112.86817	1	7.06	2
1430	22.837311 113.257526	7	7.24	2
1431	22.788347 113.820687	1	8.00	1.9923
1432	22.642329 113.940914	1	8.00	1.9923
1433	22.550191 114.045756	1	8.00	1.9923
1434	23.165025 113.494401	1	8.00	1.9923
1435	22.648168 113.934028	1	8.00	1.9923
1436	23.175625 113.472175	1	8.00	1.9923
1437	22.669112 114.136192	1	8.00	1.9923
1438	23.268087 113.301635	1	8.00	1.9923
1439	23.088394 113.330061	1	8.00	1.9923
1440	23.077559 113.269359	1	8.00	1.9923
1441	23.042548 113.281709	1	8.00	1.9923
1442	23.128426 113.606336	2	7.27	1.9923
1443	22.743525 114.019736	1	8.00	1.9923
1444	22.735774 113.8453	1	8.00	1.9923
1445	22.677719 114.319408	2	8.00	1.9923
1446	23.045783 113.318957	1	8.00	1.9923
1447	23.13433 113.325261	1	8.00	1.9923
1448	23.092579 113.326677	1	8.00	1.9923
1449	22.762143 113.808743	1	8.00	1.9923
1450	23.080988 113.339109	1	8.00	1.9923
1451	22.810679 113.848659	1	8.00	1.9923
1452	22.615443 114.125244	1	8.00	1.9923
1453	23.145345 113.324224	1	8.00	1.9923
1454	22.668722 114.031515	1	8.00	1.9923
1455	23.119504 113.34438	1	8.00	1.9923
1456	23.132648 113.437797	1	8.00	1.9923
1457	23.047881 113.453861	1	8.00	1.9923
1458	23.200882 113.267982	1	8.00	1.9923
1459	22.721676 113.921097	1	8.00	1.9923
1460	22.701443 114.347332	2	8.00	1.9923
1461	22.609817 114.130732	1	8.00	1.9923
1462	23.171964 113.496133	1	8.00	1.9923
1463	23.02919 113.331874	1	8.00	1.9923
1464	23.152881 113.369335	1	8.00	1.9923
1465	23.396451 113.215319	3	8.00	1.9923
1466	22.67529 114.026051	1	8.00	1.9923
1467	22.800291 113.915077	1	8.00	1.9923
1468	22.555842 114.131389	1	8.00	1.9923
1469	23.124553 113.327841	1	8.00	1.9923
1470	22.743681 113.838079	1	8.00	1.9923
1471	23.149271 113.295089	1	8.00	1.9923
1472	23.299863 113.35164	2	8.00	1.9923
1473	23.146261 113.227406	2	8.00	1.9923
1474	23.203258 113.229655	1	8.00	1.9923
1475	22.803578 113.88048	1	8.00	1.9923
1476	22.741117 114.041342	1	8.00	1.9923
1477	23.209231 113.555487	1	7.36	1.9923
1478	23.238443 113.285521	1	8.00	1.9923
1479	22.921528 113.37898	2	8.00	1.9923
1480	22.69373 114.057432	1	8.00	1.9923
1481	23.25202 113.264606	1	8.00	1.9923
1482	23.215302 113.336174	1	8.00	1.9923
1483	22.701362 114.000439	1	8.00	1.9923
1484	23.096097 113.381176	1	8.00	1.9923
1485	23.366579 113.399901	2	7.48	1.9923
1486	23.108882 113.578363	1	7.45	1.9923
1487	22.921637 113.378999	2	8.00	1.9923
1488	22.696556 113.845161	1	8.00	1.9923
1489	22.494063 113.939516	1	8.00	1.9923
1490	23.147686 113.255173	1	8.00	1.9923
1491	23.014966 113.330859	1	8.00	1.9923
1492	23.152359 113.235196	2	8.00	1.9923
1493	23.199756 113.227689	1	8.00	1.9923
1494	22.619811 113.849949	2	8.00	1.9923
1495	22.726269 113.920876	1	8.00	1.9923
1496	22.685402 113.988473	1	8.00	1.9923
1497	22.74019 113.921597	1	8.00	1.9923
1498	23.081526 113.219005	1	8.00	1.9923
1499	23.209195 113.247869	1	8.00	1.9923
1500	22.595645 113.867961	1	8.00	1.9923
1501	23.101793 113.333964	1	8.00	1.9923
1502	22.759714 113.904866	1	8.00	1.9923
1503	22.804594 113.880702	1	8.00	1.9923
1504	22.955161 113.461607	2	7.33	1.9923
1505	22.943258 113.412968	1	8.00	1.9923
1506	23.392431 113.226045	3	8.00	1.9923
1507	23.26303 113.243488	2	8.00	1.9923
1508	23.273877 113.247424	2	8.00	1.9923
1509	22.693583 114.362754	1	8.00	1.9923
1510	23.099167 113.262162	1	8.00	1.9923
1511	23.120488 113.371238	1	8.00	1.9923
1512	23.048058 113.387189	1	8.00	1.9923
1513	23.029619 113.317787	1	8.00	1.9923
1514	22.652855 114.055381	1	8.00	1.9923
1515	23.392352 113.219908	3	8.00	1.9923
1516	22.751922 113.578058	3	6.51	1.9923
1517	22.697844 113.815985	1	8.00	1.9923
1518	22.721198 114.077826	1	8.00	1.9923
1519	22.527525 113.933356	1	8.00	1.9923
1520	22.622626 114.1638	1	8.00	1.9923
1521	23.166063 113.242496	2	8.00	1.9923
1522	23.469043 113.162896	3	7.45	1.9923
1523	22.546174 113.976207	1	8.00	1.9923
1524	22.540824 113.922639	1	8.00	1.9923
1525	22.671491 113.920377	1	8.00	1.9923
1526	22.730032 114.065075	1	8.00	1.9923
1527	22.803059 113.881091	1	8.00	1.9923
1528	22.582286 113.889842	1	8.00	1.9923
1529	22.892953 113.410004	2	7.54	1.9923
1530	22.537432 113.926899	1	8.00	1.9923
1531	23.155817 113.378966	1	8.00	1.9923
1532	22.568373 114.102633	1	8.00	1.9923
1533	23.100669 113.350425	1	8.00	1.9923
1534	23.112882 113.229895	1	8.00	1.9923
1535	22.956544 113.411829	1	8.00	1.9923
1536	22.808094 113.897042	1	8.00	1.9923
1537	23.110039 113.473598	1	8.00	1.9923
1538	22.699153 113.945862	1	8.00	1.9923
1539	23.167896 113.390573	1	8.00	1.9923
1540	22.622822 114.031131	1	8.00	1.9923
1541	23.374725 113.210067	3	8.00	1.9923
1542	22.97827 113.35543	1	8.00	1.9923
1543	23.466244 113.368883	1	7.00	1.9923
1544	22.545679 114.133723	1	8.00	1.9923
1545	22.613007 114.129267	1	8.00	1.9923
1546	22.964789 113.431002	1	8.00	1.9923
1547	22.996967 113.355869	1	8.00	1.9923
1548	22.562913 114.105983	1	8.00	1.9923
1549	22.593345 113.990382	1	8.00	1.9923
1550	22.667422 114.00305	1	8.00	1.9923
1551	23.06335 113.316799	1	8.00	1.9923
1552	23.058123 113.209894	1	8.00	1.9923
1553	23.141363 113.275715	1	8.00	1.9923
1554	23.339706 113.305417	2	8.00	1.9923
1555	22.654059 114.040726	1	8.00	1.9923
1556	23.214378 113.286936	1	8.00	1.9923
1557	22.65472 114.016713	1	8.00	1.9923
1558	22.549971 114.131318	1	8.00	1.9923
1559	23.258496 113.276614	1	8.00	1.9923
1560	22.541455 114.091181	1	8.00	1.9923
1561	22.621286 113.870582	1	8.00	1.9923
1562	23.134027 113.388363	1	8.00	1.9923
1563	23.05402 113.870366	3	8.00	1.9923
1564	23.039768 113.71544	3	8.00	1.9923
1565	22.810973 113.72352	1	8.00	1.9923
1566	22.823269 113.681592	1	8.00	1.9923
1567	22.76769 113.798662	1	8.00	1.9923
1568	22.769526 114.105348	2	8.00	1.9923
1569	22.96937 113.767053	3	8.00	1.9923
1570	22.761235 114.151974	2	8.00	1.9923
1571	22.929345 113.66229	2	8.00	1.9923
1572	23.053699 113.958475	1	8.00	1.9923
1573	22.798649 113.782269	1	8.00	1.9923
1574	22.976325 114.085426	1	8.00	1.9923
1575	22.801761 113.724562	1	8.00	1.9923
1576	22.963595 113.678648	2	8.00	1.9923
1577	22.948517 113.939403	2	8.00	1.9923
1578	22.920015 113.865418	3	8.00	1.9923
1579	23.014449 113.840248	3	8.00	1.9923
1580	23.043474 114.067686	1	8.00	1.9923
1581	22.962496 114.180187	2	7.00	1.9923
1582	22.961047 113.923816	2	8.00	1.9923
1583	22.987346 114.040265	2	8.00	1.9923
1584	23.093705 113.784069	3	8.00	1.9923
1585	23.105495 113.985255	2	8.00	1.9923
1586	23.042227 113.832825	3	8.00	1.9923
1587	23.016329 113.710283	2	8.00	1.9923
1588	22.832212 113.689163	1	8.00	1.9923
1589	22.8204 113.755576	1	8.00	1.9923
1590	22.910525 113.998527	1	8.00	1.9923
1591	22.933476 114.04144	2	8.00	1.9923
1592	22.816792 114.156049	3	8.00	1.9923
1593	22.85065 113.642003	1	8.00	1.9923
1594	22.765165 114.150772	2	8.00	1.9923
1595	22.848728 114.183671	2	7.48	1.9923
1596	23.070594 114.007934	1	8.00	1.9923
1597	22.907607 113.662132	1	8.00	1.9923
1598	23.097143 113.944739	3	8.00	1.9923
1599	22.9731 113.736391	2	8.00	1.9923
1600	22.962249 113.936295	2	8.00	1.9923
1601	22.905281 113.866005	2	8.00	1.9923
1602	22.956593 113.885066	3	8.00	1.9923
1603	23.012891 113.7361	2	8.00	1.9923
1604	22.986687 113.95669	1	8.00	1.9923
1605	22.726013 114.17454	2	8.00	1.9923
1606	22.980136 113.760893	3	8.00	1.9923
1607	22.761861 114.169312	2	8.00	1.9923
1608	22.770499 114.093328	2	8.00	1.9923
1609	22.970974 114.140149	3	6.57	1.9923
1610	22.927461 114.123809	2	7.36	1.9923
1611	23.056917 113.972694	1	8.00	1.9923
1612	22.857635 113.731079	1	8.00	1.9923
1613	22.969485 114.154996	3	6.54	1.9923
1614	22.958535 113.89069	3	8.00	1.9923
1615	22.98412 114.012715	2	8.00	1.9923
1616	22.805842 113.838947	1	8.00	1.9923
1617	22.867798 113.848589	1	8.00	1.9923
1618	23.188125 113.205387	1	8.00	1.9923
1619	23.158884 113.09294	3	8.00	1.9923
1620	23.197335 112.885419	2	7.09	1.9923
1621	23.116108 113.167781	2	8.00	1.9923
1622	23.10461 112.99215	2	7.57	1.9923
1623	22.87546 112.936851	1	7.06	1.9923
1624	22.816468 113.374217	10	6.54	1.9923
1625	22.848344 113.022846	1	7.39	1.9923
1626	22.947788 113.274266	1	8.00	1.9923
1627	22.758389 113.33981	8	7.30	1.9923
1628	23.197404 113.164752	2	8.00	1.9923
1629	23.039749 113.149592	2	8.00	1.9923
1630	22.859167 113.238154	6	7.51	1.9923
1631	23.17893 112.863593	2	7.09	1.9923
1632	22.850486 113.155671	3	7.51	1.9923
1633	23.154408 113.17362	2	8.00	1.9923
1634	22.713492 113.158742	8	7.06	1.9923
1635	23.04329 113.105539	3	8.00	1.9923
1636	23.258386 113.019837	2	6.54	1.9923
1637	23.190689 113.092035	2	7.45	1.9923
1638	23.122746 113.192885	2	8.00	1.9923
1639	22.82251 113.025002	1	7.24	1.9923
1640	23.05918 113.115516	3	8.00	1.9923
1641	22.983303 113.309809	1	8.00	1.6879
1642	23.140365 113.344485	1	8.00	1.562
1643	22.538913 114.065357	1	8.00	1.4194
1644	23.087982 113.25839	1	8.00	1.2701
1645	23.127697 113.310772	1	8.00	1.227
1646	22.708843 114.093508	1	8.00	1.2121
1647	22.967164 113.996381	1	8.00	1.1203
1648	22.940836 113.649068	1	8.00	0.9856
1649	23.126932 113.660297	2	7.42	0.9847
1650	23.252279 113.233557	1	8.00	0.9115
1651	23.018857 113.07747	2	8.00	0.9115
1652	23.015994 113.76411	2	8.00	0.908
1653	23.044736 113.832363	2	8.00	0.9045
1654	23.059438 113.776895	2	8.00	0.9011
1655	23.282362 113.331886	1	8.00	0.8907
1656	23.146495 113.111215	2	8.00	0.8398
1657	23.108456 113.239011	1	8.00	0.75
1658	22.729527 114.256978	1	8.00	0.7461
1659	23.092183 113.334395	1	8.00	0.7329
1660	22.559631 114.133602	1	8.00	0.7329
1661	22.785964 113.747859	1	8.00	0.7301
1662	23.04801 113.401632	1	8.00	0.7272
1663	22.667073 114.021308	1	8.00	0.7245
1664	23.100183 113.337437	1	8.00	0.7245
1665	23.135042 113.328932	1	8.00	0.7079
1666	23.180978 113.353962	1	8.00	0.7077
1667	23.115794 113.550495	1	8.00	0.6838
1668	22.711261 113.811977	1	8.00	0.6666
1669	23.463938 113.283324	1	8.00	0.6606
1670	23.109659 113.237630	1	8.00	0.5676
1671	22.625287 114.15775	1	8.00	0.5462
1672	22.567391 114.181531	1	8.00	0.3823
1673	22.562082 113.962821	1	8.00	0.3808
1674	23.388962 113.213867	1	8.00	0.3808
1675	22.544267 114.109690	1	8.00	0.3794
1676	22.73447 114.293377	1	8.00	0.3794
1677	23.126134 113.430484	1	8.00	0.3794
1678	23.113299 113.2858	1	8.00	0.3794
1679	23.190896 113.34069	1	8.00	0.3779
1680	23.123978 113.267879	1	8.00	0.3779
1681	23.297187 113.309771	1	8.00	0.3779
1682	22.524853 113.932363	1	8.00	0.3779
1683	22.554932 113.947665	1	8.00	0.3779
1684	23.036541 113.294234	1	8.00	0.3764
1685	22.677466 114.007083	1	8.00	0.3764
1686	23.097177 113.794141	1	8.00	0.3764
1687	23.025983 113.160490	1	8.00	0.3764
1688	23.191485 113.341252	1	8.00	0.375
1689	22.960654 113.356821	1	8.00	0.375
1690	22.588816 113.971681	1	8.00	0.375
1691	23.09324 113.161075	1	8.00	0.375
1692	23.176391 113.265977	1	8.00	0.3736
1693	22.537965 114.083933	1	8.00	0.3736
1694	23.125325 113.415681	1	8.00	0.3736
1695	23.095389 113.364311	1	8.00	0.3736
1696	22.73711 113.836685	1	8.00	0.3721
1697	23.089928 113.524417	1	8.00	0.3721
1698	23.114597 113.437809	1	8.00	0.3721
1699	23.153595 113.33432	1	8.00	0.3721
1700	23.041501 113.317763	1	8.00	0.3721
1701	22.516122 114.050897	1	8.00	0.3721
1702	22.678757 114.000754	1	8.00	0.3721
1703	22.582619 113.879685	1	8.00	0.3721
1704	22.631252 114.220208	1	8.00	0.3721
1705	22.709633 113.795383	1	8.00	0.3707
1706	23.106351 113.256934	1	8.00	0.3707
1707	22.494423 113.940057	1	8.00	0.3707
1708	24.293405 116.122526	1	7.24	0.3707
1709	23.158466 113.204456	1	8.00	0.3707
1710	23.183163 113.351206	1	8.00	0.3707
1711	22.79171 113.750679	1	8.00	0.3707
1712	22.820459 113.241417	3	7.45	0.3707
1713	22.944018 112.84557	2	6.57	0.3707
1714	22.989608 113.13176	1	8.00	0.3707
1715	23.260226 113.785591	1	7.00	0.3693
1716	22.868659 113.456987	1	7.45	0.3693
1717	22.542164 114.085394	1	8.00	0.3693
1718	22.641969 114.429571	1	7.15	0.3693
1719	22.553168 114.087320	1	8.00	0.3693
1720	23.103622 113.459465	1	8.00	0.3693
1721	23.139774 113.267231	1	8.00	0.3693
1722	22.616148 114.113674	1	8.00	0.3678
1723	23.11996 113.394607	1	8.00	0.3678
1724	22.541287 113.974886	1	8.00	0.3678
1725	23.048139 113.399886	1	8.00	0.3678
1726	23.138078 113.361953	1	8.00	0.3678
1727	21.53332 111.229119	5	6.33	0.3678
1728	22.686509 113.982837	1	8.00	0.3678
1729	22.597055 114.268835	1	7.54	0.3678
1730	22.989311 113.254156	1	8.00	0.3678
1731	22.617745 113.84745	1	8.00	0.3664
1732	23.282406 113.341350	1	8.00	0.3664
1733	23.119350 113.297393	1	8.00	0.3664
1734	22.78981 113.915402	1	8.00	0.3664
1735	22.697284 114.229877	1	8.00	0.3664
1736	22.73786 114.017811	1	8.00	0.3664
1737	22.897819 113.669414	1	8.00	0.3664
1738	22.635813 114.068462	1	8.00	0.365
1739	22.667868 113.996969	1	8.00	0.365
1740	22.764687 113.818122	1	8.00	0.365
1741	22.559829 114.142063	1	8.00	0.365
1742	23.049722 113.401725	1	8.00	0.365
1743	23.220557 113.301598	1	8.00	0.365
1744	22.643389 114.194805	1	8.00	0.365
1745	22.914986 114.0613	1	8.00	0.365
1746	23.068304 112.851532	1	6.54	0.365
1747	23.045104 113.09069	1	8.00	0.365
1748	23.058126 113.113304	1	8.00	0.365
1749	23.054918 113.412964	1	8.00	0.3636
1750	22.785235 113.390047	3	7.03	0.3636
1751	22.557314 114.237851	1	8.00	0.3636
1752	23.222086 113.299249	1	8.00	0.3636
1753	22.657737 114.045913	1	8.00	0.3636
1754	22.724736 114.075841	1	8.00	0.3636
